id,State,District,Name,Category,Imgae,Description,ByAir,ByTrain,ByRoad
77,Kerala,Kottayam,Vembanad lake,Adventure,https://cdn.s3waas.gov.in/s3577ef1154f3240ad5b9b413aa7346a1e/uploads/bfi_thumb/2018032092-olw8pzkpm4fv58i99n2td63ysqu4puoaevubzlpnyi.jpg,"Kottayam has a vast network of rivers and canals, which empty into the great expanse of water called the Vembanad Lake, a fast developing backwater tourism destination. Vembanad Lake is having 83.72km length and 14.48km width. Traditional Cargo boats called Kettuvallams are modified into Cruise boats and House boats, with all basic facilities like kitchen, toilet, bathrooms, sit outs etc. These boats gracefully move around the back waters, providing facilities to tourist to enjoy the beauty of the Vembanad Lake in a relaxed pace. The Kumarakom tourist village offers house boat cruises and holiday packages.","Nearest airports are Cochin International Airport, Ernakulam District (74.3 Km)&
Trivandrum International Airport, Thiruvananthapuram District (163.8 Km)","Railway Station Kottayam (15 Km)
(Enquiry : 0481-2563535, 2567360, 2567491)","KSRTC, Kottayam (14 Km)
(Enquiry: 0481 2562908)"
78,Kerala,Kottayam,Poonjar palace,Historic,https://i.postimg.cc/P5NqGd5R/34.jpg,"The Poonjar Palace in Meenachil taluk is a glorious testimony to the regal opulence of a bygone era. With the palace walls, is an extra ordinary royal collection of antiques and exquisite furniture which include a palanquin, a thoni carved out of a single piece of wood for ayurvedic massages, huge chandeliers, palm leaf engravings, jewel boxes, a variety of lamps, sculptures of Nataraja (dancing Lord Siva ), grain measures, statues and weapons. A unique couch preserved here is taken out once a year for ritualistic purposes. Near the palace is an amazing replica of the Madurai Meenakshi Temple. The walls of this temple have sculptures with war fare stories from the Puranas (the legends of ancient India ). However the most fascinating thing here is the Chuttuvilakku (row of lamps) carved out on the stonewalls of the Sastha Temple nearby. Such rocks cut lamps are rare in India.","Nearest airports are Cochin International Airport, Ernakulam District (74.3 Km)&
Trivandrum International Airport, Thiruvananthapuram District (196 Km)","Railway Station Kottayam (43 Km)
(Enquiry : 0481-2563535, 2567360, 2567491)","KSRTC, Kottayam (45 Km)
(Enquiry: 0481 2562908)"
79,Kerala,Kozhikode,Kallayi,Historic,https://i.postimg.cc/8PNFY8v2/31.jpg,"The village of Kallayi is situated on the banks of the river Kallayi. It has an archaic charm and was a busy timber trade centre during the late nineteenth and early twentieth centuries. Today, only a few mills exist in the area but the view from the Kallayi Bridge built by the British is a perfect spot to witness a breathtaking sunset.","Calicut International Airport is about 23 km from the airport, which can be reached by hiring a cab or taking a bus.",Kozhikode Railway Station is the nearest railhead at a distance of 3 km. Direct taxi or cab can be taken from the station to reach the desired spot.,It is a 10 minutes drive from Kozhikode towards beypore.
80,Himachal Pradesh,Bilaspur,Kandrour bridge,Natural,https://i.postimg.cc/rwwK75FN/4.jpg ,"The very beautiful and fascinating Kandrour Bridge is 8 kilometers from Bilaspur on National Highway No-88. It is across the river Satluj. Its construction was started in April,1959 and was completed in 1965.Â The span of the bridge is about 280 meters with a breadth of about seven meters and the height above the lowest river bed below is about 80 meters, making it one of the highest bridge in the world. It is ranked first in Asia for its height. It has provided a link between Bilaspur, Ghumarwin and Hamirpur district, and is a marvelous engineering feat. The pillars supporting the bridge are hollowed.","Shimla, Chandigarh and Bhuntar are the nearest airports, located 93 km, 143 km and 139 km from Kandraur.",Nearest Railway Station is Kiratpur Sahib which is about 94 kms from Kandraur.,Chandigarh is about 143 km from Kandraur.
81,Himachal Pradesh,Bilaspur,Sri naina devi ji,Religious,https://i.postimg.cc/rwwK75FN/4.jpg,"Shri Naina Devi Ji is one of the most notable places of worship in Himachal Pradesh. Located in Distt Bilaspur, it is one of the 51 Shaktipeeths where limbs of Sati fell on Earth. This holy place witnesses the huge crowd of pilgrims and devotees round the year and especially during Shravan Ashtami and in the Navratras of Chaitra & Ashwin.",The nearest airport is in Chandigarh and the distance from there is near about 100 km.,The nearest railway station is in Anandpur Sahib and the distance from there is near about 30 km.,Temple is about 350 km from Delhi and 100 km from Chandigarh and about 85 km from Bilaspur Sadar. Frequent State Transport bus services are available from all important cities of Punjab and Himachal Pradesh.
82,Himachal Pradesh,Bilaspur,Gobind sagar lake,Natural,https://i.postimg.cc/V6WFDjNP/images.jpg,"The Gobind Sagar on river Sutlej, has been created by the huge hydel dam at Bhakra and is named in honour of Gobind Singh the Tenth Sikh guru. One of the worldâ€™s highest gravity dams, the Bhakra rises 225.5 m above its lowest foundations.Â Today, this dam feeds electricity and water to a large area the Gobind Sagar reservoir is 90 k.m. long and encompasses an area of approximately 170 sq. k.m.","Shimla, Chandigarh and Bhuntar are the nearest airports, located 85 km, 135 km and 131 km from Gobind Sagar Lake of  Bilaspur.","The nearest broad gauge railway station is at Kiratpur Sahib, Punjab and nearest narrow gauge railway station is at Shimla, located at 65 km and 85 km from Gobind Sagar Lake of Bilaspur.",Gobind Sagar Lake of Bilaspur is approachable by road from Shimla which is at a distance of about 85 km and Chandigarh which is about 135 km.
83,Himachal Pradesh,Bilaspur,Bhakra dam,Natural,https://i.postimg.cc/V6WFDjNP/images.jpg,"Bhakhra Dam, the highest straight gravity dam in the world situated in Naina Devi Sub-Tehsil about 14 Kms. from Nangal town occupies the predominant position amongst the places of tourist interest.","Nearest Airport is at Chandigarh, situated at a distance of about 113 Km.","Nearest Railway Station is Nangal Dam, situated at a distance of about  100 Km.","Bhakra Dam is easily approachable by Road, it is situated at a distance of about 117 Km from Bilaspur."
84,Himachal Pradesh,Chamba,Manimahesh lake,Natural,https://i.postimg.cc/Y9kLSZzQ/manimahesh-lake-trek.jpg,"The Manimahesh Lake is situated Twenty-six kilometers from Bharmour in the Budhil valley , one of the chief pilgrimage spots in Himachal Pradesh. The lake is situated at an altitude of 13,000 feet at the foot of the Kailash peak (18,564 ft). Every year, on the eighth day of the light half of the moon in the month of Bhadon, a fair is held at this lake, which attracts thousands of pilgrims who assemble here to take a dip in the holy water.",,,"Pilgrims from Lahaul-Spiti come through Kugti pass. Some from Kangra and Mandi come via Kawarsi or Jalsu passes. The easiest route is from Chamba and runs through Bharmaur. At present buses ply upto Hadsar via Bharmour. Beyond Hadsar, the pilgrims have to trek for 13 kms to reach Manimahesh.Between Hadsar and Manimahesh is an important halting place known as Dhanchho where pilgrims usually spend a night."
85,Himachal Pradesh,Chamba,"Gandasru mahadev, churah valley (chamba)",Religious,https://i.postimg.cc/GpWY0z2s/images-1.jpg,"Located in the north of Upper Churah, there is a unique place in the skyscraper chain of Nosradhar, a wonderful place for Rudra Lord, Gandasru Mahadev. It is about 3,470 meters (11,380 ft) in height. This area is spread over an area of about 2km. There is a green grass field on both sides of the lake and on the north side, the pavement of different types of pavements is laid as if the tile is laid.","The nearest air port is at Pathankot, 120 Km from Chamba. Other reachable air ports are Kangra(136 km), Amritsar (243 km) and Chandigrah(347 km).","The nearest railway station is at Pathonkot,120 Km from Chamba. Regular trains to Pathankot from New Delhi.","The Himachal Road Transport Corporation runs long distance services throughout the state from their main stands at Shimla, Solan, Kangra, Dharmsala and Pathnakot and from locations in the adjoining states of Delhi, Punjab, Haryana and Chandigarh(UT). Private buses, serving everywhere else, frequent and provide a relaxed mode of commuting. After reaching Chamba, its takes nearly 100 Kms upto Bairagarh (Churah) and 16 Kms upto Devikothi. From this point forward there is on-feet journey."
86,Himachal Pradesh,Chamba,Dalhousie,Natural ,https://wallpaperaccess.com/dalhousie,"Dalhousie is a hill station full of colonial charm that holds lingering echoes of the Raj. Spread out over five hills (Kathlog Potreys, Tehra, Bakrota & Bolun) the town is named after the 19th century British governor general Lord Dalhousie. The townâ€™s varying altitude shades it with a variety of vegetation that includes stately grooves of pines, deodars, oaks and flowering rhododendrons. Rich in colonial architecture, the town preserves some beautiful churches. Its marvelous forest trails overlook vistas of wooded hills, water falls, springs and rivulets. Like a silver snake finding its way out of the mountains, the twists and turns of river Ravi are a treat to watch from many vantage points. There are also magnificent views of Chamba valley and the mighty Dhauladhar range with its awe-inspiring snow covered peaks filling an entire horizon. A veneer of Tibetan culture has added a touch of the exotic to this serene resort and along road sides are huge rocks carved in low relief painted in the Tibetan style. By road Dalhousie is 555 Km from Delhi, 45 KM from Chamba and the closest railhead at Pathankot is 85 KM away","The nearest air port is at Pathonkot, 90 Km from Dalhousie. Other reachable air ports are Kangra(106 km), Amritsar (213 km) and Chandigrah(317 km).","The nearest railway station is at Pathonkot,90 Km from Dalhousie . Regular trains to pathankot from New delhi.","The Himachal Road Transport Corporation runs long distance services throughout the state from their main stands at Shimla, Solan, Kangra, Dharmsala and Pathnakot and from locations in the adjoining states of Delhi, Punjab, Haryana and Chandigarh(UT). Private buses, serving everywhere else, frequent and provide a relaxed mode of commuting."
87,Himachal Pradesh,Chamba,Khajjiar,Natural ,https://i.postimg.cc/BnTMw9bK/khajjar-3.jpg,"A small picturesque saucer-shaped plateau surrounded by dense pine and deodar forests, is one of the 160 places throughout the world to have been designated â€œMini Switzerlandâ€. Yes, this is Khajjiar, a tiny tourist resort in Chamba about 24 kms from Dalhousie; at an altitude of 6,500 ft. above sea level. The moment one enters the picturesque Khajjiar, one is welcomed by a yellow Swiss sign for â€˜hiking pathâ€™ which reads â€œMini Switzerlandâ€.","The nearest air port is at Pathonkot, 99 Km from Khajjiar. Other reachable air ports are Kangra(130 km), Amritsar (220 km) and Chandigrah(400 km).","The nearest railway station is at Pathonkot, 94 Km from Khajjiar. Regular trains to Pathankot from New Delhi are available .","The Himachal Road Transport Corporation runs long distance services throughout the state from their main stands at Shimla, Solan, Kangra, Dharmsala and Pathnakot and from locations in the adjoining states of Delhi, Punjab, Haryana and Chandigarh(UT). Private buses, serving everywhere else, frequent and provide a relaxed mode of commuting."
88,Himachal Pradesh,Hamirpur,Hamirpur,Natural ,https://i.postimg.cc/TwWPxXSR/download.jpg,Â ,"There is no Airport in district Hamirpur, thus no direct Air Service / Flight is available to this town. The nearest Airport to Hamirpur is Gaggal (Kangra) near Dharamshala. Gaggal Airport is about 83 KMs far from Hamirpur.","There is no direct Train service to this town. The nearest railway stations from Hamirpur is Una (Broad Gauge Railway line), Amb (Broad Gauge Railway line) and Jawalamukhi Road (Narrow Gauge Railway line). Una railway station is about 80 KMs far from Hamirpur. Amb railway station is approximately 70 KMs away from Hamirpur town.","This place is very well connected by road from all the major cities of Himachal Pradesh and other neighboring states. The State Transport (HRTC â€“ Himachal Road Transport Corporation) operates its well maintained fleet of Super Luxury, Luxury, Super Fast and Ordinary buses to all the major destinations. Privately operated bus service is also available within the state. Hired Taxi service is also available easily."
89,Himachal Pradesh,Hamirpur,Nadaun,Natural ,https://cdn.s3waas.gov.in/s3f4f6dce2f3a0f9dada0c2b5b66452017/uploads/bfi_thumb/2018051148-olwdtdv32fhwea42cwybuw1nb6wajuqwym4uv5sdxm.jpg ,Nadaun is a historical town situated on the left bank of the Beas River bordering district Kangra. This place has close association with the Katoch Dynasty of Kangra. It remained as a major trade centre on way from Punjab to the interior areas of the Himachal Pradesh.,"There is no Airport in district Hamirpur, thus no direct Air Service / Flight is available to this town. The nearest Airport to Nadaun is Gaggal (Kangra) near Dharamshala. Gaggal Airport is about 55 KMs far.",There is no direct Train service to this town. The nearest Railway Stations from Nadaun are Amb (Broad Gauge Railway line) and Jawalamukhi Road (Narrow Gauge Railway line). Amb railway station is approximately 42 KMs away and Jawalamukhi Road Railway Station is about 40 KMs.,This place is very well connected by road from all the major cities of Himachal Pradesh and other neighboring states. Taxis are also easily available.
90,Himachal Pradesh,Hamirpur,Sujanpur,Natural ,https://cdn.s3waas.gov.in/s3f4f6dce2f3a0f9dada0c2b5b66452017/uploads/bfi_thumb/20180511100-olwdtcx8vlgm2o5fiejpaea6pt0xc5n6mhhddvts3u.jpg ,"Founded by Raja Abhay Chand, the king of ruling Katoch dynasty of Kangra in 1748 A.D. Sujanpur is a beautiful historical town.","There is no Airport in district Hamirpur, thus no direct Air Service / Flight is available to this town. The nearest Airport to Sujanpur is Gaggal (Kangra) near Dharamshala. Gaggal Airport is about 108 KMs far","There is no direct Train service to this town. The nearest railway stations from Sujanpur is Una (Broad Gauge Railway line), Amb (Broad Gauge Railway line) and Jawalamukhi Road (Narrow Gauge Railway line). Una Railway Station is about 104 KMs far. Amb railway station is approximately 94 KMs away.",This place is very well connected by road from all the major cities of Himachal Pradesh and other neighboring states. Regular bus service is available to this place. Taxis are also easily available.
91,Himachal Pradesh,Hamirpur,Baba balak nath deoth sidh,Natural ,https://cdn.s3waas.gov.in/s3f4f6dce2f3a0f9dada0c2b5b66452017/uploads/bfi_thumb/2018051175-olwdtesx99j6pw2p7fcyfdt3wkrnrjunaqsccfqzre.jpg ,"Sidh Baba Balak Nath is a Hindu deity worshiped prominently in the Northern Indian states of Himachal Pradesh, Punjab, Haryana, Chandigarh, J&K etc. His shrine is known as â€œDeothsidhâ€.","There is no Airport in district Hamirpur, thus no direct Air Service / Flight is available to this place. The nearest Airport is Gaggal (Kangra) near Dharamshala. Gaggal Airport is about 128 KMs far from",There is no direct Train service to this place. The nearest railway stations is Una (Broad Gauge Railway line). Una railway station is about 55 KMs far from Hamirpur.,This place is very well connected by road from all the major cities of Himachal Pradesh and other neighboring states. Regular bus service is available to this place. Taxis are also easily available.
92,Himachal Pradesh,Kangra,Masroor temple,Historic,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2021102245-scaled-pexbkq9okh2enrwmqtm4bt41fnjhpk2n91duynm2ru.jpg ,"The Masroor Temples, also referred to as Masroor Temples or Rock-cut Temples at Masroor, is an early 8th-century complex of rock-cut Hindu temples in the Kangra Valley of Beas River in Himachal Pradesh, India. The temples face northeast, towards the Dhauladhar range of the Himalayas. They are a version of North Indian Nagara architecture style, dedicated to Shiva, Vishnu, Devi and Saura traditions of Hinduism, with its surviving iconography likely inspired by a monotheistic framework.","Gaggal airport is the nearest airport from Masroor Temple located at a distance of only 35.6km from nearby Kangra. This airport is connected to Delhi through frequent flights. 
Contact no.: 01892-232374","Daulatpur Chowk is the nearest Railway Station to Masroor which is connected to the major cities of Kangra. It is situated on the Pathankot- Jogindernagar Narrow gauge rail head and is linked with the cities like Pathankot, Kangra and Palampur. 
Station Superintendent Pathankot: 01862-22041","Masroor is 35.6Kms from Gaggal, 41.3Kms from Dharamshala, 253Kms from Manali, 226Kms from Shimla, 234 Kms from Chandigarh, 500km from Delhi and is connected through Goverment HRTC buses or private services. HRTC Volvo Bus also available direct from BIr to Delhi 
Bus Stand Pathankot: 01862-226966 , For more details:  http://hrtchp.com"
93,Himachal Pradesh,Kangra,Bir billing,Historic,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018041679-olw8k0bo5297aj6x6k1906ferib2r5xr9ag538ktje.jpg ,"Bir is a village located in the west of Joginder Nagar Valley in the state of Himachal Pradesh in northern India. Mostly referred as â€œParagliding Capital of Indiaâ€, Bir is also a noted centre for ecotourism, spiritual studies and meditation. Bir is also home to a Tibetan refugee settlement with several Buddhist monasteries and a large stupa. While Billing is the takeoff site for paragliding and Bir village is for landing; collectively it is known â€œBir Billingâ€.","Gaggal airport is the nearest airport from Bir BIlling, located at a distance of only 68 km from nearby Palampur. This airport is connected to Delhi through frequent flights. 
Contact no.: 01892-232374","Baijnath has its own Railway Station named as Baijnath Paprola Railway Station which is connected to the major cities of Kangra. It is situated on the Pathankot- Jogindernagar Narrow gauge rail head and is linked with the cities like Pathankot, Kangra and Palampur. 
Station Superintendent Pathankot: 01862-22041","Bir Billing is 68Kms from Gaggal, 50Kms from Dharamshala, 180 Kms from Manali, 200Kms from Shimla, 280 Kms from Chandigarh, 500km from Delhi and is connected through Goverment HRTC buses or private services. HRTC Volvo Bus also available direct from BIr to Delhi 
Bus Stand Pathankot: 01862-226966 , For more details:  http://hrtchp.com"
94,Himachal Pradesh,Kangra,Triund,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018033112-olw8jn5xhdr6rzq1bech19qyg43xrehijhbcdd4byi.jpg ,"Triund: Triund is the crown jewel of dharamshala, situated in the laps of dhauladhar mountains, it has the perfect view of the dhauladhar mountains on one side and kangra valley on the other. Triund is a very popular trekking spot. Triund attracts a lot of tourist every year from India and all over the world. Triund trek can be described as a tranquil trek which can be easily accomplished by almost all age groups. Triund has an unambiguous by way which goes through a beautiful mixed forest of oak, deodar and rhododendron. Trek is fairly easy for the first five kilometers but the last one kilometer may require a bit of toil, the last one kilometer is popularly know as the â€œ22 curvesâ€. Along the way there are many small chai shops where one can refresh during the hike. The traipse is worth it as the panorama when you reach triund is awe-inspiring and exhilarating.","Gaggal airport is the nearest airport from Triund, located at a distance of only 10 km from nearby Dharamshala. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","The nearest broad gauge railway station is Pathankot Cantt.(Chakki) at a distance of 91 km from McleodGanj and 88 km from Dharamshala and nearest narrow gauge railway station is Kangra mandir railway station. Further, you can hire a taxi, or direct buses.
Station Superintendent Pathankot: 01862-22041","Triund can be reached either from McleodGanj (11 km from Triund) or Dharamshala (17 km from Triund) as well. Every medium of transport well connects both the cities. From New Delhi, the distance is approximately 490km to dharamshala.You can take overnight Volvo buses or can hire a taxi direct to the destination. 
Bus Stand Pathankot: 01862-226966"
95,Himachal Pradesh,Kangra,Palampur tea garden,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018033141-1-olw8jo3ro7sh3loo5wr3lrif1hzaz3l8vlytun2xsa.jpg ,"Palampur is a green hill station and a municipal council in the Kangra Valley in the Indian state of Himachal Pradesh, surrounded by tea gardens and pine forests before they merge with the Dhauladhar ranges. Palampur is the tea capital of northwest India but tea is just one aspect that makes Palampur a special interest place. Abundance of water and proximity to the mountains has endowed it with mild climate. The town has derived its name from the local word palum, meaning lots of water. There are numerous streams flowing from the mountains to the plains from Palampur. The combination of greenery and water gives Palampur a distinctive look. Palampur is at the confluence of the plains and the hills and so the scenery shows the contrast: plains on one side and the majestic snow-covered hills on the other side. In the backdrop of this beautiful town stands the Dhauladhar mountain range, which remains snow-covered for most part of the year.","Gaggal airport is the nearest airport from Palampur, located at a distance of only 38 km from nearby Palampur. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","Palampur has its own Railway Station named as Palampur Railway Station which is connected to the major cities of Himachal Pradesh. It is situated on the major Palampur - Kangra Valley Narrow gauge rail head and is linked with the cities like Pathankot, Kangra and Palampur. 
Station Superintendent Pathankot: 01862-22041","Palampur is 38 Kms from Gaggal, 35 Kms from Dharamshala, 200 Kms from Manali, 212 Kms from Shimla, 259 Kms from Chandigarh, 483km from Delhi and is connected through goverment HRTC buses or private services. 
Bus Stand Pathankot: 01862-226966"
96,Himachal Pradesh,Kangra,Mcleodganj,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040478-olw8is597ukq4uz3cixs8zkquectpe2df7sbj8ebnu.jpg ,"Mcleodganj is a hill station near Dharamshala, popular among trekkers. Its culture is a beautiful fusion of Tibetan with some British influence McLeodganj (also spelt McLeodGanj or Mcleodganj) is a suburb of Dharamsala in Kangra district of Himachal Pradesh, India.
It is known as â€œLittle Lhasaâ€ or â€œDhasaâ€ (a short form of Dharamshala used mainly by Tibetans) because of its large population of Tibetans.The Tibetan government-in-exile is headquartered in McLeod Ganj. It has an average elevation of 2,082 metres (6,831 feet). It is situated on the Dhauladhar Range, whose highest peak, â€œHanuman Ka Tibbaâ€, at about 5,639 metres (18,500 feet), lies just behind it.","Gaggal airport is the nearest airport from Mcleodganj, located at a distance of only 10 km from nearby Dharamshala. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","The nearest broad gauge railway station is Pathankot Cantt.(Chakki) at a distance of 91 km from McleodGanj and 88 km from Dharamshala and nearest narrow gauge railway station is Kangra mandir railway station. Further, you can hire a taxi, or direct buses. 
Station Superintendent Pathankot: 01862-22041","Mcleodganj can be reached from  Dharamshala (10 km from Mcleodganj) as well. Every medium of transport well connects both the cities. From New Delhi, the distance is approximately 500 km to Mcleodganj.You can take overnight Volvo buses or can hire a taxi direct to the destination. 
Bus Stand Pathankot: 01862-226966"
97,Himachal Pradesh,Kangra,Pong-dam,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040740-olw8j68u2d40z0em2716se0nr6fbwumch5klqdtf2i.jpg ,"A reservoir has been constructed on the river Beas in the wet land of Shivalik hills of Kangra district of Himachal Pradesh, which has been named as Maharana Pratap Sagar. It is also known as Pong reservoir or Pong Dam.This dam was built in 1975 named in honor of Maharana Pratap, this reservoir or lake is a famous wildlife sanctuary and one of the 25 international wetland sites declared by Ramsar Sammel in India.The reservoir stretches to an area of â€‹â€‹24,529 hectares (60,610 acres), and part of the lakes is 15,662 hectares (38,700 acres).Pong reservoir is the most important fish reservoir in the foothills of the Himalayas in Himachal Pradesh. In this reservoir, majestic fish is found in excess","Gaggal airport is the nearest airport from Pong-Dam, located at a distance of only 75.9km from Pong-Dam. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","The nearest broad gauge railway station is Pathankot Cantt.(Chakki) at a distance of 70km from Pongdam and nearest narrow gauge railway station is Nandpur Bhatauli railway Station, Baryal Himachal Railway Station. Further, you can hire a taxi, or direct buses. 
Station Superintendent Pathankot: 01862-22041","The Pong dam is 466km from New Delhi, 170 kilometers from Chandigarh, 110 kilometers from Amritsar, 55 kilometers from Dharamshala.You can take HRTC volvo buses from Delhi ISBT to kangra and from Kangra you can take local buses to Pong dam or you can also hire taxi from taxi stand Kangra. 
Bus Stand Pathankot: 01862-226966"
98,Himachal Pradesh,Kangra,Kangra fort,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040728-olw8juon021hcvf43hlhl7un772vgzbd8ij87kt6kq.jpg ,"The Kangra Fort was built by the royal Rajput family of Kangra State (the Katoch dynasty), which traces its origins to the ancient Trigarta Kingdom, mentioned in the Mahabharata epic. It is the largest fort in the Himalayas and probably the oldest dated fort in India. The fort of Kangra resisted Akbarâ€™s siege in 1615. However, Akbarâ€™s son Jehangir successfully subdued the fort in 1620, forcing the submission of the Raja of Chamba, â€œthe greatest of all the rajas in the regionâ€.[1] Mughal Emperor Jahangir with the help of Suraj Mal garrisoned with his troops.","Gaggal airport is the nearest airport from Kangra Fort, located at a distance of only 14 km from Kangra valley. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","The nearest broad gauge railway station is Pathankot Cantt.(Chakki) at a distance of 87 km from Kangra and nearest narrow gauge railway station is Kangra mandir railway station. Further, you can hire a taxi, or direct buses. 
Station Superintendent Pathankot: 01862-22041","Distance between New Delhi to Kangra is 471km. You can take overnight Volvo buses or can hire a taxi direct to the destination. 
Bus Stand Pathankot: 01862-226966"
99,Himachal Pradesh,Kangra,Dal lake,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040445-olw8is597ukq4uz3cixs8zkquectpe2df7sbj8ebnu.jpg ,"Dal Lake is a small mid-altitude lake(1,775 meters above sea level) situated at a distance of 11 kilometers away from Dharamshala near the village of Tota Rani on Macleodganj Naddi road in district Kangra Himachal Pradesh.Dal Lake is 2KM walk westwards from MacLeodganj bazaar. Nestling amidst lush green forests of deodar trees, the Dal Lake is famous for its scenic beauty and pilgrimage center. The area around Dal Lake is a natural paradise. The area of the lake is around one hectare (i.e. 10,000 square meters). On the bank of Dal Lake a famous Lord Shiva temple is located, which is considered to be very sacred and as old as 200 years.Â According to one legend a sage named Durvasa prayed to Lord Shiva here.","Gaggal airport is the nearest airport from Dal Lake, located at a distance of only 10 km from nearby Dharamshala. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","The nearest broad gauge railway station is Pathankot Cantt.(Chakki) at a distance of 88 km from Dharamshala and nearest narrow gauge railway station is Kangra mandir railway station. Further, you can hire a taxi, or direct buses. 
Station Superintendent Pathankot: 01862-22041","Dal Lake can be reached from Dharamshala (8 km from Dal Lake). From New Delhi, the distance is approximately 500 km to Dharamhala.You can take overnight Volvo buses or can hire a taxi direct to Dharamshala.From Dharamshala you can take local buses or ca hire taxi also to Dal Lake. 
Bus Stand Pathankot: 01862-226966"
100,Himachal Pradesh,Kangra,Kareri lake,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040412-olw8ir7f10jft90gi0j5ohta90hghoyn334u1yfpu2.jpg ,"Kareri lake is best known for being a trekking destination in the Dhauladhars. The lake remains frozen from early December to Marchâ€“April. There is a temple dedicated to Lord Shiva and Shakti on a hilltop overlooking the lake..Kareri Lake (also known as Kumarwah Lake) is a high altitude, shallow, fresh water lake south of the Dhauladhar range approximately 9 km North West of Dharamsala in Kangra district, Himachal Pradesh. Its surface is 2934 metres above the sea level. Snow melting from the Dhauladhar range serves as the source of the lake and a stream, Nyund is the outflow. Since the source is fresh melting snow and the lake is shallow, water visibility is very high and in most places, the lake bed can be seen.","Gaggal airport is the nearest airport from Triund, located at a distance of only 10 km from nearby Dharamshala. This airport is connected to Delhi through frequent flights. 
Contact no.:01892-232374","The nearest broad gauge railway station is Pathankot Cantt.(Chakki) at a distance of 91 km from McleodGanj and 88 km from Dharamshala and nearest narrow gauge railway station is Kangra mandir railway station. Further, you can hire a taxi, or direct buses.
Station Superintendent Pathankot: 01862-22041","Kareri lake can be reached either from McleodGanj (51 km from Kareri lake) or Dharamshala (51 km from Kareri lake) as well. From New Delhi, the distance is approximately 490km to Dharamshala.You can take overnight Volvo buses or can hire a taxi direct to the Dharamshala.From Dharamshala you can hire local taxi to Ghera village which is 20km away from Kareri Lake and from this village you can start your trek to Kareri Lake. 
Bus Stand Pathankot: 01862-226966"
101,Himachal Pradesh,Kinnaur,Bhaba valley,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040412-olw8ir7f10jft90gi0j5ohta90hghoyn334u1yfpu2.jpg ,"Bhaba Valley is a attractive destination located in kinnaur district. It is small but very beautiful valley of kinnaur. It is a group of small villages like Kafnoo, Katgaon, yangpa etc. It is renowned for its enthralling treks, dense forests and cold breeze which makes it instant favorite among tourists. The traditionally built houses and unique dressing style of people gives the glimpse of rich cultural heritage of kinnaur. All this gives a truly rewarding and heavenly experience of the valley of Bhaba river.","The nearest airport is at Shimla,206 kms. from Bhabha Valley. The airport is connected to many major cities like Delhi, Mumbai, etc. The cabs and taxis are easily available from outside the airport toBhabha Valley.",Nearest railway station to the village is again Shimla (210 km). It is one of the major stations connecting to several major cities including Delhi. Hire a taxi or take a bus from here for Katgaon Bhabha Valley.,Bhabha Valley is about 210 Km from  Shimla . It is one of the major stations connecting to several major cities including Delhi. Hire a taxi or take a bus from here for Katgaon Bhabha Valley.
